Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier
2019,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,1982,176.91,AA
2019,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,194,241.75,AA
2019,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,10800,BDL,BUR,2527,18,316.82,WN
2019,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12892,BDL,LAX,2527,391,346.05,AA
2019,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12954,BDL,LGB,2527,1,489.23,WN
2019,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,13891,BDL,ONT,2527,24,341.22,AA
2019,4,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,14908,BDL,SNA,2527,70,376.1,AA
2019,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,10800,BHM,BUR,1815,17,344.31,WN
2019,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,12892,BHM,LAX,1815,148,345.32,WN
2019,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,12954,BHM,LGB,1815,1,540.88,DL
2019,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,13891,BHM,ONT,1815,31,348.37,AA
2019,4,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,14908,BHM,SNA,1815,37,391.15,UA
2019,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,10800,BOI,BUR,688,88,195.94,WN
2019,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,12892,BOI,LAX,688,516,171.45,UA
2019,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,12954,BOI,LGB,688,50,160.04,WN
2019,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,13891,BOI,ONT,688,112,198.41,WN
2019,4,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,14908,BOI,SNA,688,155,227.89,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,12892,BOS,LAX,2611,3220,299.05,AA
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,13891,BOS,ONT,2611,71,322.61,AA
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,14908,BOS,SNA,2611,137,376.33,AA
2019,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,10800,BUF,BUR,2218,21,259.39,WN
2019,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,13891,BUF,ONT,2218,25,285.57,WN
2019,4,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,14908,BUF,SNA,2218,42,344.03,AA
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,10800,CAK,BUR,2073,1,333.97,DL
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,12892,CAK,LAX,2073,16,361.75,UA
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,13891,CAK,ONT,2073,1,330.71,DL
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,14908,CAK,SNA,2073,8,303.93,UA
2019,4,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,10800,CHS,BUR,2206,16,353.74,DL
2019,4,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,12892,CHS,LAX,2206,178,349,AA
2019,4,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,13891,CHS,ONT,2206,23,313.72,AA
2019,4,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,14908,CHS,SNA,2206,42,385.03,DL
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",11042,10800,CLE,BUR,2073,21,323.06,WN
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",11042,12892,CLE,LAX,2073,843,234.12,UA
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",11042,12954,CLE,LGB,2073,2,352.12,DL
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",11042,13891,CLE,ONT,2073,42,333.57,WN
2019,4,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",11042,14908,CLE,SNA,2073,64,384.93,UA
2019,4,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",11057,10800,CLT,BUR,2125,48,293.19,AA
2019,4,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",11057,12892,CLT,LAX,2125,776,367.43,AA
2019,4,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",11057,12954,CLT,LGB,2125,12,338.73,AA
2019,4,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",11057,13891,CLT,ONT,2125,96,302.69,AA
2019,4,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",11057,14908,CLT,SNA,2125,138,331.86,AA
2019,4,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",11066,10800,CMH,BUR,1995,37,251.65,WN
2019,4,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",11066,12892,CMH,LAX,1995,645,251.66,AA
2019,4,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",11066,12954,CMH,LGB,1995,9,244.59,AA
2019,4,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",11066,13891,CMH,ONT,1995,59,314.94,WN
2019,4,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",11066,14908,CMH,SNA,1995,83,332.11,AA
2019,4,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,10800,CVG,BUR,1900,16,298.36,WN
2019,4,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,12892,CVG,LAX,1900,641,262.89,DL
2019,4,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,12954,CVG,LGB,1900,2,301.54,DL
2019,4,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,13891,CVG,ONT,1900,43,315.13,AA
2019,4,33105,32575,"Cincinnati, OH","Los Angeles, CA (Metropolitan Area)",11193,14908,CVG,SNA,1900,79,350.5,DL
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,10800,DAL,BUR,1246,200,221.72,WN
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12892,DAL,LAX,1246,1168,176.2,WN
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,12954,DAL,LGB,1246,18,153.53,WN
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,13891,DAL,ONT,1246,180,230.91,WN
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11259,14908,DAL,SNA,1246,115,309.15,WN
2019,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,10800,DEN,BUR,862,600,189.28,WN
2019,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,12892,DEN,LAX,862,3399,157.69,UA
2019,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,12954,DEN,LGB,862,54,160.55,WN
2019,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,13891,DEN,ONT,862,647,168.35,WN
2019,4,30325,32575,"Denver, CO","Los Angeles, CA (Metropolitan Area)",11292,14908,DEN,SNA,862,1377,191.07,UA
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,10800,DFW,BUR,1246,174,282.7,AA
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,12892,DFW,LAX,1246,3428,193.61,AA
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,12954,DFW,LGB,1246,17,235.15,AA
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,13891,DFW,ONT,1246,410,276.79,AA
2019,4,30194,32575,"Dallas/Fort Worth, TX","Los Angeles, CA (Metropolitan Area)",11298,14908,DFW,SNA,1246,774,332.55,AA
2019,4,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",11423,10800,DSM,BUR,1447,32,300.26,WN
2019,4,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",11423,12892,DSM,LAX,1447,124,256.15,UA
2019,4,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",11423,12954,DSM,LGB,1447,4,339.84,AA
2019,4,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",11423,13891,DSM,ONT,1447,30,267.53,AA
2019,4,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",11423,14908,DSM,SNA,1447,58,299.07,AA
2019,4,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",11433,10800,DTW,BUR,1979,53,319.07,WN
2019,4,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",11433,12892,DTW,LAX,1979,1636,295.28,DL
2019,4,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",11433,12954,DTW,LGB,1979,13,332.83,DL
2019,4,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",11433,13891,DTW,ONT,1979,85,327.95,WN
2019,4,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",11433,14908,DTW,SNA,1979,234,380.37,DL
2019,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",11540,10800,ELP,BUR,715,24,205.91,WN
2019,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",11540,12892,ELP,LAX,715,541,170.68,WN
2019,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",11540,12954,ELP,LGB,715,6,281.25,AA
2019,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",11540,13891,ELP,ONT,715,60,210.38,WN
2019,4,30615,32575,"El Paso, TX","Los Angeles, CA (Metropolitan Area)",11540,14908,ELP,SNA,715,42,258.32,WN
2019,4,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",11603,10800,EUG,BUR,776,15,240.78,UA
2019,4,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",11603,12892,EUG,LAX,776,358,193,UA
2019,4,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",11603,12954,EUG,LGB,776,1,253.25,DL
2019,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",11986,10800,GRR,BUR,1874,15,276.45,WN
2019,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",11986,12892,GRR,LAX,1874,143,310.03,DL
2019,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",11986,12954,GRR,LGB,1874,2,316.24,DL
2019,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",11986,13891,GRR,ONT,1874,27,321.53,AA
2019,4,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",11986,14908,GRR,SNA,1874,61,322.45,DL
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,10800,HOU,BUR,1390,128,234.3,WN
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,12892,HOU,LAX,1390,877,190.42,WN
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,12954,HOU,LGB,1390,4,256.1,WN
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,13891,HOU,ONT,1390,80,278.85,WN
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12191,14908,HOU,SNA,1390,89,295.27,WN
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,10800,IAH,BUR,1390,19,287.36,AA
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,12892,IAH,LAX,1390,2202,204.27,UA
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,12954,IAH,LGB,1390,4,348.77,AA
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,13891,IAH,ONT,1390,84,310.29,UA
2019,4,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",12266,14908,IAH,SNA,1390,342,327.73,UA
2019,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",12339,10800,IND,BUR,1814,40,282.19,WN
2019,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",12339,12892,IND,LAX,1814,743,254.73,AA
2019,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",12339,12954,IND,LGB,1814,4,311.09,AA
2019,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",12339,13891,IND,ONT,1814,79,292.52,WN
2019,4,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",12339,14908,IND,SNA,1814,110,328.89,AA
2019,4,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",12451,10800,JAX,BUR,2153,30,281.8,DL
2019,4,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",12451,12892,JAX,LAX,2153,241,317.05,AA
2019,4,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",12451,13891,JAX,ONT,2153,51,301.81,AA
2019,4,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",12451,14908,JAX,SNA,2153,65,354.75,AA
2019,4,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",12889,10800,LAS,BUR,236,1131,139.25,WN
2019,4,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",12889,12892,LAS,LAX,236,3343,112.91,WN
2019,4,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",12889,13891,LAS,ONT,236,360,154.02,WN
2019,4,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",12889,14908,LAS,SNA,236,923,164.76,WN
2019,4,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,10800,LIT,BUR,1494,25,276.18,WN
2019,4,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,12892,LIT,LAX,1494,113,299.14,AA
2019,4,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,12954,LIT,LGB,1494,1,277.11,WN
2019,4,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,13891,LIT,ONT,1494,35,294.11,AA
2019,4,32600,32575,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)",12992,14908,LIT,SNA,1494,32,351.35,AA
2019,4,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,10800,MCI,BUR,1363,44,263.07,WN
2019,4,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,12892,MCI,LAX,1363,1092,197.97,WN
2019,4,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,12954,MCI,LGB,1363,5,257.06,WN
2019,4,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,13891,MCI,ONT,1363,83,276.53,WN
2019,4,33198,32575,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)",13198,14908,MCI,SNA,1363,105,320.55,WN
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13232,10800,MDW,BUR,1750,140,234.18,WN
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13232,12892,MDW,LAX,1750,1043,202.93,WN
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13232,12954,MDW,LGB,1750,16,167.83,WN
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13232,13891,MDW,ONT,1750,171,253.77,WN
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13232,14908,MDW,SNA,1750,40,329.84,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,10800,MHT,BUR,2611,3,265.41,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,12892,MHT,LAX,2611,37,328.88,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,12954,MHT,LGB,2611,0,288,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,13891,MHT,ONT,2611,6,306.67,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",13296,14908,MHT,SNA,2611,4,456.5,AA
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13930,10800,ORD,BUR,1750,37,311.87,AA
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13930,12892,ORD,LAX,1750,4810,217.76,AA
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13930,12954,ORD,LGB,1750,10,263.29,DL
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13930,13891,ORD,ONT,1750,193,227.64,AA
2019,4,30977,32575,"Chicago, IL","Los Angeles, CA (Metropolitan Area)",13930,14908,ORD,SNA,1750,897,309.7,AA
2019,4,34004,32575,"Everett, WA","Los Angeles, CA (Metropolitan Area)",14004,10800,PAE,BUR,1008,11,168.2,UA
2019,4,34004,32575,"Everett, WA","Los Angeles, CA (Metropolitan Area)",14004,13891,PAE,ONT,1008,10,182.2,UA
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,10800,PVD,BUR,2611,7,311.47,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,12892,PVD,LAX,2611,117,328.39,AA
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,12954,PVD,LGB,2611,1,341.62,AA
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,13891,PVD,ONT,2611,12,285.23,WN
2019,4,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",14307,14908,PVD,SNA,2611,20,401.52,UA
2019,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,12892,RDM,LAX,751,173,208.34,AA
2019,4,34489,32575,"Bend/Redmond, OR","Los Angeles, CA (Metropolitan Area)",14489,12954,RDM,LGB,751,1,243.67,DL
2019,4,31714,32575,"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",14635,10800,RSW,BUR,2238,12,445.34,AA
2019,4,31714,32575,"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",14635,12892,RSW,LAX,2238,166,379.94,AA
2019,4,31714,32575,"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",14635,13891,RSW,ONT,2238,23,306.97,AA
2019,4,31714,32575,"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",14635,14908,RSW,SNA,2238,60,400.69,AA
2020,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,10800,ABQ,BUR,677,43,194.81,WN
2020,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12892,ABQ,LAX,677,478,151.88,WN
2020,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,12954,ABQ,LGB,677,7,214.59,AA
2020,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,13891,ABQ,ONT,677,51,202.82,WN
2020,1,30140,32575,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)",10140,14908,ABQ,SNA,677,52,225.99,AA
2020,1,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",10372,10800,ASE,BUR,737,2,297.92,DL
2020,1,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",10372,12892,ASE,LAX,737,237,307.23,UA
2020,1,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",10372,12954,ASE,LGB,737,1,214.14,AA
2020,1,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",10372,13891,ASE,ONT,737,2,298.94,UA
2020,1,30372,32575,"Aspen, CO","Los Angeles, CA (Metropolitan Area)",10372,14908,ASE,SNA,737,14,334.57,UA
2020,1,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,10800,ATL,BUR,1947,75,329.03,DL
2020,1,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12892,ATL,LAX,1947,2107,263.27,DL
2020,1,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,12954,ATL,LGB,1947,8,336.68,DL
2020,1,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,13891,ATL,ONT,1947,175,293.62,DL
2020,1,30397,32575,"Atlanta, GA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10397,14908,ATL,SNA,1947,306,367.37,DL
2020,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,35,240.87,WN
2020,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12892,AUS,LAX,1242,1333,152.15,AA
2020,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,97,183.09,WN
2020,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,131,263.01,AA
2020,1,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,10800,BDL,BUR,2527,11,264,WN
2020,1,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12892,BDL,LAX,2527,217,298.95,AA
2020,1,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,12954,BDL,LGB,2527,0,242.97,AA
2020,1,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,13891,BDL,ONT,2527,20,301.7,AA
2020,1,30529,32575,"Hartford, CT","Los Angeles, CA (Metropolitan Area)",10529,14908,BDL,SNA,2527,50,345.5,DL
2020,1,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,10800,BHM,BUR,1815,13,323.4,WN
2020,1,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,12892,BHM,LAX,1815,84,325.26,AA
2020,1,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,12954,BHM,LGB,1815,1,362.4,AA
2020,1,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,13891,BHM,ONT,1815,20,311.84,AA
2020,1,30599,32575,"Birmingham, AL","Los Angeles, CA (Metropolitan Area)",10599,14908,BHM,SNA,1815,36,314.45,AA
2020,1,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,10800,BOI,BUR,688,51,174.58,WN
2020,1,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,12892,BOI,LAX,688,328,160.37,DL
2020,1,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,12954,BOI,LGB,688,31,158.59,WN
2020,1,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,13891,BOI,ONT,688,72,195.19,WN
2020,1,30713,32575,"Boise, ID","Los Angeles, CA (Metropolitan Area)",10713,14908,BOI,SNA,688,101,200.96,WN
2020,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,12892,BOS,LAX,2611,2117,248.39,AA
2020,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,13891,BOS,ONT,2611,43,290.2,AA
2020,1,30721,32575,"Boston, MA (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10721,14908,BOS,SNA,2611,89,325.7,AA
2020,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,10800,BUF,BUR,2218,13,245.28,WN
2020,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,13891,BUF,ONT,2218,16,271.55,WN
2020,1,30792,32575,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)",10792,14908,BUF,SNA,2218,31,308.83,AA
2020,1,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",10849,10800,BZN,BUR,908,9,282.93,DL
2020,1,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",10849,12892,BZN,LAX,908,123,251.31,UA
2020,1,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",10849,13891,BZN,ONT,908,7,243.18,DL
2020,1,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",10849,14908,BZN,SNA,908,22,307.53,DL
2020,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,10800,CAK,BUR,2073,1,221.1,DL
2020,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,12892,CAK,LAX,2073,12,339.02,UA
2020,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,12954,CAK,LGB,2073,0,330.5,AA
2020,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,13891,CAK,ONT,2073,1,336.39,AA
2020,1,30647,32575,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)",10874,14908,CAK,SNA,2073,6,356.25,UA
2020,1,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,10800,CHS,BUR,2206,7,310.77,DL
2020,1,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,12892,CHS,LAX,2206,103,340.57,AA
2020,1,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,13891,CHS,ONT,2206,14,280.36,AA
2020,1,30994,32575,"Charleston, SC","Los Angeles, CA (Metropolitan Area)",10994,14908,CHS,SNA,2206,29,311.58,DL
