Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier
2021,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,153,324.97,AA
2021,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,16,315.9,WN
2021,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,22,329.22,WN
2021,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,1963,204.01,DL
2021,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,39,249.63,AA
2021,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,282,220.73,DL
2021,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,818,234.75,AA
2021,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,35,270.31,WN
2021,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,68,256.26,WN
2021,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2009,187.53,DL
2021,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,34,238.75,AA
2021,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,290,206.49,DL
2021,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,954,213.79,AA
2021,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,27,280.86,WN
2021,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,64,243.09,WN
2022,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,1399,171.23,DL
2022,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,22,236.51,AA
2022,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,211,188.91,DL
2022,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,664,203.82,AA
2022,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,18,215.08,WN
2022,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,45,235.56,AA
2019,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2519,155.39,DL
2019,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,74,214.65,DL
2019,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,236,218.51,DL
2019,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,771,232.24,DL
2019,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,35,250.9,WN
2019,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,58,264.45,WN
2019,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,194,318.07,AA
2019,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,167,318.16,WN
2019,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,31,312.92,WN
2019,2,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,33,303.43,WN
2019,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,3088,168.8,DL
2019,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,110,215.89,DL
2019,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,289,234.44,DL
2019,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1013,262.15,DL
2019,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,48,285.82,WN
2019,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,78,288.26,WN
2019,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,191,301.58,WN
2019,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,33,287.03,WN
2019,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,42,286.82,WN
2019,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,3025,168.84,DL
2019,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,107,215.41,DL
2019,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,285,241.32,DL
2019,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,972,235.04,DL
2019,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,53,268.11,WN
2019,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,97,281.77,WN
2019,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,31,286.05,WN
2019,4,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,29,305.58,WN
2019,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2737,177.05,DL
2019,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,88,229.22,DL
2019,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,259,242.94,DL
2019,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,39,272.7,WN
2019,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,78,276.24,WN
2020,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,1588,172.07,DL
2020,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,39,222.55,WN
2020,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,159,224.13,DL
2020,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,27,231.61,WN
2020,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,46,233.05,WN
2020,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,247,177.37,DL
2020,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,10,155.57,WN
2020,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,15,173.71,AA
2020,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,5,193.53,WN
2020,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,8,211.35,AA
2020,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,632,142.9,DL
2020,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,24,145.74,WN
2020,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,41,147.69,AA
2020,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,18,155.19,WN
2020,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,15,170.55,WN
2020,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,701,160.01,DL
2020,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,22,177.92,WN
2020,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,45,160.03,WN
2020,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,14,226.88,WN
2020,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,23,186.87,WN
2021,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,519,188.52,DL
2021,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,17,169.16,WN
2021,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,58,168.4,WN
2021,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,7,218.76,WN
2021,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,16,202.06,WN
2021,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,1392,217.29,DL
2021,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,30,225.39,WN
2021,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,186,226.98,DL
2021,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,21,249.56,WN
2021,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,53,238.58,WN
2022,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2156,255.15,DL
2022,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,39,278.45,AA
2022,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,377,234.37,DL
2022,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1129,284.88,AA
2022,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,32,299.04,WN
2022,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,66,311.4,AA
2022,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,184,368.94,AA
2022,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,14,371.02,WN
2022,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,19,404.56,WN
2022,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2148,257.82,DL
2022,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,49,231.71,WN
2022,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,373,240.08,DL
2022,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1095,252.65,AA
2022,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,42,249.33,WN
2022,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,76,261.23,AA
2022,3,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,13296,AVL,MHT,788,10,255.72,AA
2022,3,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,14307,AVL,PVD,788,17,237.04,AA
2022,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2181,245.78,DL
2022,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,38,245.33,WN
2022,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,310,253.66,DL
2022,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1141,266.79,AA
2022,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,31,308.69,WN
2022,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,74,288.84,AA
2023,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,1900,197.03,DL
2023,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,37,187.04,WN
2023,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,177,274.57,DL
2023,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,905,238.05,AA
2023,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,16,261.7,WN
2023,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,41,285.4,AA
2023,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2596,234.15,DL
2023,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,37,254.89,WN
2023,2,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,277,288.59,DL
2023,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1194,274.48,AA
2023,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,31,306.51,WN
2023,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,77,287.12,WN
2023,2,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,13296,AVL,MHT,788,6,302.66,AA
2023,2,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,14307,AVL,PVD,788,22,218.3,AA
2023,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,10721,ABQ,BOS,1974,177,367.1,AA
2023,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,13296,ABQ,MHT,1974,20,286.58,WN
2023,3,30140,30721,"Albuquerque, NM","Boston, MA (Metropolitan Area)",10140,14307,ABQ,PVD,1974,27,340.51,WN
2023,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2603,226.58,DL
2023,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,40,258.55,WN
2023,3,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,266,285.26,DL
2023,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1255,204.9,AA
2023,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,33,302.87,WN
2023,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,85,255.76,WN
2023,3,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,13296,AVL,MHT,788,12,259.44,AA
2023,3,30431,30721,"Asheville, NC","Boston, MA (Metropolitan Area)",10431,14307,AVL,PVD,788,31,231.6,AA
2023,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,2272,245.41,DL
2023,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,40,264.03,WN
2023,4,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,255,293.65,DL
2023,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,1256,235.88,AA
2023,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,24,304.01,WN
2023,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,71,279.93,WN
2024,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,10721,ATL,BOS,952,1832,253.94,DL
2024,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,13296,ATL,MHT,952,27,260.92,WN
2024,1,30397,30721,"Atlanta, GA (Metropolitan Area)","Boston, MA (Metropolitan Area)",10397,14307,ATL,PVD,952,181,311.93,DL
2024,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,890,238.61,AA
2024,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,18,300.55,WN
2024,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,56,278.1,WN
2021,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",13296,10849,MHT,BZN,1991,9,289.87,AA
2021,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",14307,10849,PVD,BZN,1991,12,310.69,AA
2022,1,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",13296,10849,MHT,BZN,1991,0,314.5,UA
2022,1,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",14307,10849,PVD,BZN,1991,4,304.82,UA
2020,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",13296,10849,MHT,BZN,1991,5,283.5,AA
2020,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",14307,10849,PVD,BZN,1991,2,259.44,UA
2021,1,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",13296,10849,MHT,BZN,1991,1,223.33,AA
2021,1,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",14307,10849,PVD,BZN,1991,3,155.26,AA
2022,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",10721,10849,BOS,BZN,1991,192,425,DL
2022,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",13296,10849,MHT,BZN,1991,5,458.63,AA
2022,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",14307,10849,PVD,BZN,1991,11,402.3,DL
2023,1,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",13296,10849,MHT,BZN,1991,1,278.33,UA
2023,1,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",14307,10849,PVD,BZN,1991,5,392.42,UA
2023,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",13296,10849,MHT,BZN,1991,1,343.45,AA
2023,3,30721,30849,"Boston, MA (Metropolitan Area)","Bozeman, MT",14307,10849,PVD,BZN,1991,14,401.51,UA
2021,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,8,250.17,WN
2021,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,11,253.17,AA
2021,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,7,175.27,AA
2021,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,10,195.55,AA
2022,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,4,183.54,AA
2022,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,13,146.26,DL
2019,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,7,193.22,AA
2019,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,12,199.56,AA
2019,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,8,226.89,WN
2019,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,15,224.46,AA
2019,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,10,222.84,WN
2019,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,18,229.32,WN
2019,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,6,202.63,AA
2019,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,13,203.07,AA
2020,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,3,203.43,AA
2020,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,8,207.96,AA
2022,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,7,233.77,WN
2022,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,14,241.25,DL
2022,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,11,175.7,WN
2022,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,16,206.57,WN
2022,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,6,221.52,WN
2022,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,13,195.8,DL
2023,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,5,196.88,WN
2023,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,11,201.88,WN
2023,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,5,231.84,WN
2023,2,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,12,239.06,WN
2023,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,7,218.06,WN
2023,3,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,13,214,WN
2023,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,6,236.47,WN
2023,4,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,12,211.38,WN
2024,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",13296,10792,MHT,BUF,395,4,331.6,WN
2024,1,30721,30792,"Boston, MA (Metropolitan Area)","Buffalo, NY",14307,10792,PVD,BUF,395,8,226,WN
2021,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,25,199.17,WN
2021,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,48,233.33,AA
2021,4,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,21,215.16,WN
2022,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,16,210.88,AA
2019,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,27,196.49,WN
2019,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,55,206.64,AA
2019,2,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,37,200.98,WN
2019,2,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,86,225.28,AA
2019,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,29,208.27,WN
2019,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,81,204.34,AA
2019,4,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,33,213.73,WN
2019,4,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,68,215.06,WN
2020,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,20,215.54,WN
2020,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,41,198.96,AA
2020,2,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,6,150.78,WN
2020,2,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,8,200.2,AA
2020,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,13,142.07,WN
2020,3,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,22,155.93,AA
2020,4,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,12,174.04,WN
2020,4,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",14307,10994,PVD,CHS,836,20,198.39,AA
2021,1,30721,30994,"Boston, MA (Metropolitan Area)","Charleston, SC",13296,10994,MHT,CHS,836,9,193.44,WN
